Logging to ./baseline_seed_data/bipedalwalker/
---------------------------------
| rollout/           |          |
|    value_loss           | 38.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.01e+03    |
|    ep_rew_mean          | 122         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 284         |
|    time_elapsed         | 1150        |
|    total_timesteps      | 581632      |
| train/                  |             |
|    approx_kl            | 0.016143214 |
|    clip_fraction        | 0.169       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.26       |
|    explained_variance   | 0.923       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.73        |
|    n_updates            | 2830        |
|    policy_gradient_loss | -0.00806    |
|    std                  | 0.334       |
|    value_loss           | 15.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.02e+03    |
|    ep_rew_mean          | 125         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 285         |
|    time_elapsed         | 1154        |
|    total_timesteps      | 583680      |
| train/                  |             |
|    approx_kl            | 0.034705494 |
|    clip_fraction        | 0.416       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.27       |
|    explained_variance   | 0.238       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.775       |
|    n_updates            | 2840        |
|    policy_gradient_loss | 0.0039      |
|    std                  | 0.333       |
|    value_loss           | 3.08        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.03e+03   |
|    ep_rew_mean          | 128        |
| time/                   |            |
|    fps                  | 505        |
|    iterations           | 286        |
|    time_elapsed         | 1158       |
|    total_timesteps      | 585728     |
| train/                  |            |
|    approx_kl            | 0.03519088 |
|    clip_fraction        | 0.35       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.29      |
|    explained_variance   | 0.417      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.435      |
|    n_updates            | 2850       |
|    policy_gradient_loss | -0.00299   |
|    std                  | 0.336      |
|    value_loss           | 1.68       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.04e+03    |
|    ep_rew_mean          | 131         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 287         |
|    time_elapsed         | 1161        |
|    total_timesteps      | 587776      |
| train/                  |             |
|    approx_kl            | 0.022559073 |
|    clip_fraction        | 0.252       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.29       |
|    explained_variance   | 0.482       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.861       |
|    n_updates            | 2860        |
|    policy_gradient_loss | -0.00467    |
|    std                  | 0.334       |
|    value_loss           | 2.47        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.05e+03   |
|    ep_rew_mean          | 135        |
| time/                   |            |
|    fps                  | 505        |
|    iterations           | 288        |
|    time_elapsed         | 1167       |
|    total_timesteps      | 589824     |
| train/                  |            |
